behaveDiff,payDate,race2,racethn4,educ3,educ4,age3,kids,orientation,weight
No,Often,White,White,College or more,College or more,35 - 64,NA,Gay/Bisexual,0.515746057
Yes,Always,White,White,High school or less,High school or less,35 - 64,NA,Straight,2.692258608
NA,Always,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.067358204
Yes,Often,Non-white,Black,College or more,College or more,35 - 64,No children,Straight,2.802737538
NA,Always,Non-white,Hispanic,College or more,Post graduate degree,35 - 64,Has children,Straight,0.210711149
No,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.574169258
No,Always,Non-white,Black,College or more,College or more,35 - 64,Has children,Straight,0.707135696
NA,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.457000015
No,Sometimes,White,White,High school or less,High school or less,35 - 64,No children,Straight,4.689492239
Yes,Often,Non-white,Black,College or more,College or more,35 - 64,No children,Straight,1.008679087
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.655175216
NA,Often,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,1.469742569
NA,Often,White,White,Some college,Some college,18 - 34,Has children,Straight,1.513613493
No,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.408203209
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.068464567
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.716907351
Yes,Always,Non-white,Black,Some college,Some college,35 - 64,Has children,Straight,1.047585536
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.078227971
Yes,Sometimes,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.112234035
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.937979355
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.599691957
NA,Often,Non-white,Hispanic,College or more,College or more,18 - 34,No children,Gay/Bisexual,5.181958889
Yes,Never,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.060012942
Yes,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.627590398
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,4.108867559
Yes,Sometimes,White,White,High school or less,High school or less,35 - 64,No children,Gay/Bisexual,4.691215139
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639412438
NA,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Gay/Bisexual,0.066058959
Yes,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.593337833
NA,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.500539891
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.06088325
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059076967
No,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.484545451
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Gay/Bisexual,0.056149672
Yes,Often,White,White,Some college,Some college,35 - 64,No children,Straight,1.41827922
Yes,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059076967
NA,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Gay/Bisexual,0.174506578
No,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.611347689
NA,Often,Non-white,Black,Some college,Some college,35 - 64,No children,Straight,0.852590966
Yes,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.70666089
No,Sometimes,White,White,College or more,College or more,18 - 34,No children,Gay/Bisexual,2.307405242
Yes,Sometimes,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.05904296
No,Always,White,White,High school or less,High school or less,65 and up,Has children,Straight,2.237947368
No,Often,White,White,College or more,Post graduate degree,18 - 34,No children,Straight,0.15065875
No,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.515746057
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.467359086
No,Often,Non-white,Black,High school or less,High school or less,35 - 64,Has children,Straight,2.072581801
NA,Often,Non-white,Black,College or more,College or more,35 - 64,Has children,Straight,2.692188508
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.574169258
NA,Always,Non-white,Black,College or more,College or more,35 - 64,Has children,Straight,0.686143334
Yes,Always,White,White,College or more,College or more,18 - 34,No children,Straight,2.213359407
Yes,Always,Non-white,Hispanic,Some college,Some college,35 - 64,Has children,Straight,1.79575539
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.582941873
NA,Sometimes,White,White,Some college,Some college,35 - 64,No children,Straight,1.469742569
No,Often,Non-white,Hispanic,Some college,Some college,35 - 64,No children,Straight,1.79575539
Yes,Sometimes,White,White,College or more,College or more,35 - 64,Has children,Gay/Bisexual,0.500712903
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639412438
NA,Often,White,White,College or more,College or more,65 and up,No children,Straight,0.468530772
NA,Sometimes,White,White,Some college,Some college,35 - 64,Has children,Straight,0.635800722
No,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,1.40274766
No,Always,White,White,College or more,College or more,35 - 64,No children,Straight,1.175919075
No,Sometimes,Non-white,Black,College or more,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.359836442
NA,Sometimes,White,White,Some college,Some college,18 - 34,No children,Gay/Bisexual,2.517910205
NA,Sometimes,White,White,Some college,Some college,35 - 64,Has children,Straight,1.469211154
Yes,Never,White,White,College or more,College or more,18 - 34,No children,Straight,2.066472351
No,Never,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.094463182
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059086641
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,1.486472155
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.452883113
Yes,Often,White,White,College or more,College or more,35 - 64,No children,Straight,1.094814313
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.061599115
No,Always,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.752426766
Yes,Often,White,White,Some college,Some college,18 - 34,No children,Straight,2.517910205
No,Always,Non-white,Black,Some college,Some college,35 - 64,No children,Straight,2.205176596
NA,Never,Non-white,Other,High school or less,High school or less,18 - 34,No children,Other,5.928646721
NA,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.467359086
No,Never,White,White,Some college,Some college,35 - 64,Has children,Straight,0.655175216
NA,Often,White,White,High school or less,High school or less,35 - 64,Has children,Straight,4.691215139
NA,Always,White,White,College or more,College or more,35 - 64,No children,Straight,1.175919075
Yes,Often,White,White,College or more,College or more,18 - 34,No children,Straight,1.679588526
No,Often,White,White,College or more,College or more,18 - 34,No children,Straight,1.796263588
NA,Often,White,White,College or more,College or more,18 - 34,No children,Straight,1.961088736
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.546687136
NA,Often,White,White,College or more,College or more,35 - 64,No children,Straight,1.585759833
No,Often,White,White,College or more,Post graduate degree,18 - 34,No children,Straight,0.125880541
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.070891714
NA,Often,White,White,Some college,Some college,35 - 64,No children,Straight,1.226417774
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.060872912
Yes,Often,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.593540667
Yes,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.500712903
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.05465732
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.05465732
Yes,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.865655031
No,Always,Non-white,Hispanic,High school or less,High school or less,35 - 64,Has children,Straight,4.264464993
Yes,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.500712903
No,Sometimes,White,White,College or more,College or more,18 - 34,No children,Gay/Bisexual,2.489717375
Yes,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.529389661
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.070309782
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.079683658
NA,Sometimes,Non-white,Hispanic,Some college,Some college,65 and up,No children,Straight,1.794708668
No,Often,Non-white,Black,Some college,Some college,35 - 64,No children,Straight,1.210280865
No,Always,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.07845712
No,Sometimes,White,White,College or more,College or more,35 - 64,Has children,Straight,0.397412793
NA,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.545344405
No,No answer,White,White,College or more,College or more,18 - 34,No children,Straight,1.638468948
NA,Always,Non-white,Black,High school or less,High school or less,18 - 34,No children,Gay/Bisexual,8.676605507
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,2.120514144
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.061599115
NA,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.89241639
NA,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.500712903
NA,Sometimes,White,White,High school or less,High school or less,18 - 34,No children,Gay/Bisexual,6.339648764
No,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.62074615
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.066281641
No,Sometimes,White,White,College or more,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.065375236
Yes,Often,Non-white,Other,College or more,College or more,18 - 34,No children,Straight,1.782220055
NA,Never,White,White,High school or less,High school or less,35 - 64,No children,Straight,5.590894125
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,1.135387579
NA,Always,White,White,High school or less,High school or less,65 and up,No children,Straight,2.601296859
NA,Sometimes,White,White,Some college,Some college,35 - 64,Has children,Straight,0.676830156
No,Always,White,White,College or more,College or more,35 - 64,Has children,Gay/Bisexual,0.498452733
No,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.090851583
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,1.557824539
NA,Often,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,0.599691957
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.756812977
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.071511001
No,Sometimes,White,White,College or more,College or more,35 - 64,Has children,Straight,0.500712903
NA,Never,White,White,Some college,Some college,65 and up,Has children,Straight,0.754621089
NA,Sometimes,White,White,Some college,Some college,65 and up,Has children,Straight,0.600640079
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.064138043
NA,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.061657168
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,1.065552675
No,Sometimes,Non-white,Black,Some college,Some college,35 - 64,Has children,Straight,1.394893458
Yes,Always,White,White,College or more,College or more,18 - 34,No children,Straight,1.580962197
No,Rarely,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.143650333
Yes,Always,Non-white,Hispanic,College or more,College or more,18 - 34,No children,Straight,8.643673599
No,Always,White,White,Some college,Some college,35 - 64,Has children,No answer,3.105916675
NA,Sometimes,White,White,College or more,College or more,65 and up,Has children,Straight,0.496283147
No,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,1.652736148
Yes,Always,White,White,High school or less,High school or less,35 - 64,No children,Straight,2.879671102
No,Always,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.112234035
NA,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.58030604
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,4.691215139
NA,Rarely,White,White,College or more,Post graduate degree,65 and up,Has children,Gay/Bisexual,0.066058959
No,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Gay/Bisexual,0.059756492
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.088870452
NA,Sometimes,White,White,Some college,Some college,35 - 64,No children,Straight,0.656781403
NA,Often,White,White,College or more,College or more,18 - 34,No children,Straight,1.211254338
NA,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.593337833
No,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.515746057
NA,Sometimes,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.088870452
NA,Always,White,White,College or more,College or more,65 and up,No children,Straight,0.484712546
NA,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.500712903
NA,Sometimes,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.982704755
No,Often,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.060002926
NA,Never,White,White,Some college,Some college,18 - 34,No children,Straight,2.935617721
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.117081059
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.999179623
No,Often,Non-white,Hispanic,Some college,Some college,35 - 64,No children,Straight,5.831688679
NA,Always,Non-white,Hispanic,Some college,Some college,35 - 64,No children,Straight,4.23269597
NA,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.060872912
Yes,Sometimes,Non-white,Black,High school or less,High school or less,18 - 34,No children,Straight,8.643673599
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.496283147
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,1.330524583
No,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.076899939
No,Sometimes,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.061657168
No,Always,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.794568542
NA,No answer,White,White,College or more,College or more,65 and up,No children,Straight,0.373985307
NA,Often,Non-white,Black,College or more,College or more,35 - 64,No children,Straight,2.343715774
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,2.389413294
NA,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.408203209
NA,Sometimes,White,White,Some college,Some college,65 and up,No children,Straight,0.656435308
Yes,Often,Non-white,Other,Some college,Some college,35 - 64,No children,Straight,1.836654924
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.067358204
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.076420106
No,Sometimes,White,White,College or more,College or more,18 - 34,No children,Gay/Bisexual,2.248931481
NA,Sometimes,Non-white,Hispanic,High school or less,High school or less,35 - 64,Has children,Straight,4.560537906
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.620528742
No,Always,White,White,College or more,Post graduate degree,18 - 34,No children,Straight,0.119332004
Yes,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.759769975
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.756812977
Yes,Sometimes,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.060706517
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.056149672
No,Sometimes,White,White,College or more,College or more,18 - 34,No children,Straight,1.796263588
NA,Sometimes,Non-white,Hispanic,Some college,Some college,18 - 34,No children,Gay/Bisexual,7.299152996
NA,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.596892473
Yes,Sometimes,White,White,College or more,Post graduate degree,18 - 34,No children,Other,0.231726184
No,Often,Non-white,Other,High school or less,High school or less,18 - 34,No children,Straight,4.820996704
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.500539891
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.055426752
NA,Always,White,White,High school or less,High school or less,18 - 34,Has children,Straight,6.339648764
No,Never,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,1.05284753
NA,Often,Non-white,Other,College or more,Post graduate degree,35 - 64,Has children,Straight,0.106907523
NA,Always,Non-white,Black,Some college,Some college,35 - 64,Has children,Straight,1.617539251
NA,Often,White,White,College or more,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.057482292
NA,Always,Non-white,Black,Some college,Some college,35 - 64,No children,Straight,2.832542778
Yes,Always,Non-white,Other,College or more,College or more,35 - 64,Has children,Straight,0.417824031
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Gay/Bisexual,0.060872912
NA,Always,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.794568542
NA,Always,White,White,Some college,Some college,35 - 64,No children,Straight,1.226417774
Yes,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.565816475
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.528111461
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.392153054
NA,Never,Non-white,Black,High school or less,High school or less,18 - 34,Has children,Straight,8.643673599
Yes,Rarely,White,White,Some college,Some college,18 - 34,No children,Straight,2.597669339
No,Sometimes,Non-white,Hispanic,High school or less,High school or less,35 - 64,Has children,Straight,8.643673599
No,Sometimes,White,White,College or more,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.061599115
NA,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.515746057
No,Often,White,White,College or more,College or more,35 - 64,No children,Straight,1.069493349
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,2.949105403
NA,Sometimes,Non-white,Black,Some college,Some college,18 - 34,No children,Straight,5.024193761
Yes,Often,Non-white,Hispanic,College or more,College or more,35 - 64,No children,Gay/Bisexual,3.192602683
NA,Always,White,White,Some college,Some college,18 - 34,No children,Other,2.935617721
No,Often,White,White,Some college,Some college,35 - 64,No children,Straight,3.105916675
No,Always,White,White,High school or less,High school or less,18 - 34,Has children,Straight,6.339648764
NA,Sometimes,White,White,Some college,Some college,18 - 34,No children,Other,4.085544535
No,Often,White,White,College or more,College or more,18 - 34,No children,Straight,1.892026465
No,Always,Non-white,Hispanic,College or more,Post graduate degree,35 - 64,Has children,Straight,0.535451994
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,1.176341974
No,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,6.533197946
No,Always,Non-white,Hispanic,Some college,Some college,35 - 64,No children,Straight,4.491806662
No,Often,White,White,College or more,College or more,18 - 34,No children,Straight,2.611190592
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,1.117593621
NA,Sometimes,Non-white,Other,College or more,College or more,35 - 64,No children,Straight,1.162719317
NA,Always,White,White,College or more,Post graduate degree,18 - 34,Has children,Straight,0.125880541
NA,Always,White,White,High school or less,High school or less,18 - 34,No children,Straight,8.643673599
Yes,Always,Non-white,Other,College or more,Post graduate degree,65 and up,Has children,Straight,0.096083448
Yes,Sometimes,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,1.984217614
No,Never,White,White,Some college,Some college,35 - 64,Has children,Straight,0.521199436
Yes,Never,White,White,Some college,Some college,18 - 34,No children,Straight,2.891038227
Yes,Always,Non-white,Hispanic,High school or less,High school or less,35 - 64,Has children,Straight,8.643673599
Yes,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,2.340240598
Yes,Always,White,White,High school or less,High school or less,18 - 34,No children,Straight,6.557983844
NA,Always,White,White,Some college,Some college,18 - 34,No children,Straight,2.817560018
